name,description,genre
pmdump,A tool that lets you dump the memory contents of a process to a file without stopping the process.,windows
pngcheck,"Verifies the integrity of PNG, JNG and MNG files by checking the CRCs and decompressing the image data.",stego
pnscan,A parallel network scanner that can be used to survey TCP network services.,scanner
pocsuite,An open-sourced remote vulnerability testing framework developed by the Knownsec Security Team.,exploitation
poison,"A fast, asynchronous syn and udp scanner.",scanner
poly,Polymorphic webshells.,webapp
polyswarm,An interface to the public and private PolySwarm APIs.,malware
pompem,A python exploit tool finder.,exploitation
poracle,A tool for demonstrating padding oracle attacks.,crypto
portia,Automate a number of techniques commonly performed on internal network penetration tests after a low privileged account has been compromised.,automation
portmanteau,An experimental unix driver IOCTL security tool that is useful for fuzzing and discovering device driver attack surface.,fuzzer
portspoof,This program's primary goal is to enhance OS security through a set of new techniques.,defensive
postenum,"Clean, nice and easy tool for basic/advanced privilege escalation techniques.",recon
posttester,A jar file that will send POST requests to servers in order to test for the hash collision vulnerability discussed at the Chaos Communication Congress in Berlin.,crypto
powercloud,Deliver powershell payloads via DNS TXT via CloudFlare using PowerShell.,windows
powerfuzzer,"Powerfuzzer is a highly automated web fuzzer based on many other Open Source fuzzers available (incl. cfuzzer, fuzzled, fuzzer.pl, jbrofuzz, webscarab, wapiti, Socket Fuzzer). It can detect XSS, Injections (SQL, LDAP, commands, code, XPATH) and others.",fuzzer
powerlessshell,Run PowerShell command without invoking powershell.exe.,windows
powermft,Powerful commandline $MFT record editor.,forensic
powerops,"PowerShell Runspace Portable Post Exploitation Tool aimed at making Penetration Testing with PowerShell ""easier"".",windows
powershdll,Run PowerShell with rundll32. Bypass software restrictions.,windows
powersploit,A PowerShell Post-Exploitation Framework.,exploitation
powerstager,A payload stager using PowerShell.,binary
pown,Security testing and exploitation toolkit built on top of Node.js and NPM.,webapp
ppee,"A Professional PE file Explorer for reversers, malware researchers and those who want to statically inspect PE files in more details.",windows
ppscan,Yet another port scanner with HTTP and FTP tunneling support.,scanner
pr0cks,python script setting up a transparent proxy to forward all TCP and DNS traffic through a SOCKS / SOCKS5 or HTTP(CONNECT) proxy using iptables -j REDIRECT target.,proxy
prads,"A ""Passive Real-time Asset Detection System"".",scanner
praeda,An automated data/information harvesting tool designed to gather critical information from various embedded devices.,scanner
preeny,Some helpful preload libraries for pwning stuff.,exploitation
pret,Printer Exploitation Toolkit - The tool that made dumpster diving obsolete.,exploitation
princeprocessor,Standalone password candidate generator using the PRINCE algorithm.,misc
procdump,Generate coredumps based off performance triggers.,binary
proctal,Provides a command line interface and a C library to manipulate the address space of a running program on Linux.,binary
procyon,A suite of Java metaprogramming tools focused on code generation and analysis.,decompiler
profuzz,Simple PROFINET fuzzer based on Scapy.,fuzzer
prometheus-firewall,A Firewall analyzer written in ruby,networking
promiscdetect,"Checks if your network adapter(s) is running in promiscuous mode, which may be a sign that you have a sniffer running on your computer.",windows
propecia,A fast class scanner that scans for a specified open port with banner grabbing,fingerprint
protos-sip,SIP test suite.,voip
prowler,"Tool for AWS security assessment, auditing and hardening.",defensive
proxenet,THE REAL hacker friendly proxy for web application pentests.,webapp
proxify,"Swiss Army knife Proxy tool for HTTP/HTTPS traffic capture, manipulation, and replay on the go.",proxy
proxmark,"A powerful general purpose RFID tool, the size of a deck of cards, designed to snoop, listen and emulate everything from Low Frequency (125kHz) to High Frequency (13.56MHz) tags.",radio
proxychains-ng,A hook preloader that allows to redirect TCP traffic of existing dynamically linked programs through one or more SOCKS or HTTP proxies,proxy
proxycheck,This is a simple proxy tool that checks for the HTTP CONNECT method and grabs verbose output from a webserver.,scanner
proxyp,"Small multithreaded Perl script written to enumerate latency, port numbers, server names, & geolocations of proxy IP addresses.",proxy
proxyscan,A security penetration testing tool to scan for hosts and ports through a Web proxy server.,scanner
proxytunnel,"a program that connects stdin and stdout to a server somewhere on the network, through a standard HTTPS proxy",tunnel
ps1encode,A tool to generate and encode a PowerShell based Metasploit payloads.,exploitation
pscan,A limited problem scanner for C source files,code-audit
pshitt,A lightweight fake SSH server designed to collect authentication data sent by intruders.,honeypot
pspy,Monitor linux processes without root permissions.,misc
pstoreview,Lists the contents of the Protected Storage.,windows
ptf,The Penetration Testers Framework: Way for modular support for up-to-date tools.,exploitation
pth-toolkit,Modified version of the passing-the-hash tool collection made to work straight out of the box.,sniffer
ptunnel,A tool for reliably tunneling TCP connections over ICMP echo request and reply packets,tunnel
pulledpork,Snort rule management.,misc
pulsar,Protocol Learning and Stateful Fuzzing.,fuzzer
punter,"Hunt domain names using DNSDumpster, WHOIS, Reverse WHOIS, Shodan, Crimeflare.",recon
pupy,"Opensource, cross-platform (Windows, Linux, OSX, Android) remote administration and post-exploitation tool mainly written in python.",automation
pureblood,A Penetration Testing Framework created for Hackers / Pentester / Bug Hunter.,automation
pwd-hash,A password hashing tool that use the crypt function to generate the hash of a string given on standard input.,crypto
pwdlogy,A target specific wordlist generating tool for social engineers and security researchers.,misc
pwdlyser,Python-based CLI Password Analyser (Reporting Tool).,crypto
pwdump,Extracts the binary SAM and SYSTEM file from the filesystem and then the hashes.,windows
pwnat,A tool that allows any number of clients behind NATs to communicate with a server behind a separate NAT with *no* port forwarding and *no* DMZ setup on any routers in order to directly communicate with each other.,networking
pwncat,"Bind and reverse shell handler with FW/IDS/IPS evasion, self-inject and port-scanning.",backdoor
pwndbg,Makes debugging with GDB suck less,debugger
pwndrop,"Self-deployable file hosting service for red teamers, allowing to easily upload and share payloads over HTTP and WebDAV.",webapp
pwned,A command-line tool for querying the 'Have I been pwned?' service.,recon
pwned-search,Pwned Password API lookup.,recon
pwnedornot,Tool to find passwords for compromised email addresses.,recon
pwnloris,An improved slowloris DOS tool which keeps attacking until the server starts getting exhausted.,dos
pwntools,CTF framework and exploit development library.,disassembler
pybozocrack,A silly & effective MD5 cracker in Python.,cracker
pydictor,A useful hacker dictionary builder for a brute-force attack.,misc
pyersinia,Network attack tool like yersinia but written in Python.,networking
pyew,A python tool to analyse malware.,malware
pyexfil,A couple of beta stage tools for data exfiltration.,networking
pyfiscan,Free web-application vulnerability and version scanner.,webapp
pyfuscation,"Obfuscate powershell scripts by replacing Function names, Variables and Parameters.",automation
pyinstaller,"A program that converts (packages) Python programs into stand-alone executables, under Windows, Linux, Mac OS X, Solaris and AIX.",misc
pyjfuzz,Python JSON Fuzzer.,fuzzer
pykek,Kerberos Exploitation Kit.,exploitation
pymeta,Auto Scanning to SSL Vulnerability.,recon
pyminifakedns,Minimal DNS server written in Python; it always replies with a 127.0.0.1 A-record.,networking
pyrasite,Code injection and introspection of running Python processes.,backdoor
pyrdp,Python 3 RDP MITM and library.,sniffer
pyrit,The famous WPA precomputed cracker,cracker
pyssltest,A python multithreaded script to make use of Qualys ssllabs api to test SSL flaws.,scanner
pytacle,Automates the task of sniffing GSM frames,sniffer
pytbull,A python based flexible IDS/IPS testing framework shipped with more than 300 tests.,scanner
pythem,Python2 penetration testing framework.,scanner
python-api-dnsdumpster,Unofficial Python API for http://dnsdumpster.com/.,recon
python-arsenic,Async WebDriver implementation for asyncio and asyncio-compatible frameworks.,automation
python-capstone,"Lightweight multi-platform, multi-architecture disassembly framework",reversing
python-cymruwhois,Python client for the whois.cymru.com service,networking
