ProgramID,Name,Description,Tag
1553,netview.py,Gets a list of the sessions opened at the remote hosts and keep track of them looping over the hosts found and keeping track of who logged in/out from remote servers,windows
1554,network-app-stress-tester,Network Application Stress Testing Yammer.,dos
1555,networkmap,Post-exploitation network mapper.,networking
1556,networkminer,"A Network Forensic Analysis Tool for advanced Network Traffic Analysis, sniffer and packet analyzer.",forensics
1557,netzob,"An open source tool for reverse engineering, traffic generation and fuzzing of communication protocols.",reverse-eng
1558,nextnet,Pivot point discovery tool.,networking
1559,nfcutils,Provides a simple 'lsnfc' command that list tags which are in your NFC device field,nfc
1560,nfdump,A set of tools to collect and process netflow data.,networking
1561,nfex,A tool for extracting files from the network in real-time or post-capture from an offline tcpdump pcap savefile.,forensics
1562,nfspy,A Python library for automating the falsification of NFS credentials when mounting an NFS share.,automation
1563,nfsshell,Userland NFS command tool.,automation
1564,ngrep,A grep-like utility that allows you to search for network packets on an interface.,networking
1565,ngrok,"A tunneling, reverse proxy for developing and understanding networked, HTTP services.",tunnel
1566,nield,"A tool to receive notifications from kernel through netlink socket, and generate logs related to interfaces, neighbor cache(ARP,NDP), IP address(IPv4,IPv6), routing, FIB rules, traffic control.",networking
1567,Nikto,For full enumeration on websites,web-app
1568,nili,"Tool for Network Scan, Man in the Middle, Protocol Reverse Engineering and Fuzzing.",scanner
1569,nimbostratus,Tools for fingerprintinging and exploiting Amazon cloud infrastructures.,fingerprint
1570,nipe,A script to make Tor Network your default gateway.,defensive
1571,nipper,Network Infrastructure Parser,networking
1572,nipper-ng,"Nipper-ng is the next generation of nippper, and will always remain free and open source. This software will be used to make observations about the security configurations of many different device types such as routers, firewalls, and switches of a network infrastructure. This is a fork from nipper 0.11.10 release of the GNUv3 GPL code.",reporting-tools
1573,nirsoft,Unique collection of small and useful freeware utilities.,windows
1574,nishang,Nishang is a framework and collection of scripts and payloads which enables usage of PowerShell for offensive security and post exploitation during Penetraion Tests. The scripts are written on the basis of requirement by the author during real Penetration Tests.,persistence
1575,njsscan,A static application testing (SAST) tool that can find insecure code patterns in your node.js applications.,code-audit
1576,nkiller2,A TCP exhaustion/stressing tool.,dos
1577,Nmap,Used for scanning a network/host to gather more information,recon
1578,nmap-parse-output,Converts/manipulates/extracts data from a nmap scan output.,misc
1579,nmbscan,"Tool to scan the shares of a SMB/NetBIOS network, using the NMB/SMB/NetBIOS protocols.",scanner
1580,nohidy,"The system admins best friend, multi platform auditing tool.",recon
1581,nomorexor,Tool to help guess a files 256 byte XOR key by using frequency analysis.,crypto
1582,noriben,"Portable, Simple, Malware Analysis Sandbox.",malware
1583,nosqlattack,Python tool to automate exploit MongoDB server IP on Internet anddisclose the database data by MongoDB default configuration weaknesses and injection attacks.,automation
1584,nosqli,NoSQL scanner and injector.,web-app
1585,nosqli-user-pass-enum,Script to enumerate usernames and passwords from vulnerable web applications running MongoDB.,exploitation
1586,nosqlmap,Automated Mongo database and NoSQL web application exploitation tool,web-app
1587,notspikefile,A Linux based file format fuzzing tool,fuzzer
1588,novahot,A webshell framework for penetration testers.,web-app
1589,nray,Distributed port scanner.,scanner
1590,nsdtool,A netgear switch discovery tool. It contains some extra features like bruteoforce and setting a new password.,networking
1591,nsearch,Minimal script to help find script into the nse database.,misc
1592,nsec3map,A tool to enumerate the resource records of a DNS zone using its DNSSEC NSEC or NSEC3 chain.,scanner
1593,nsec3walker,Enumerates domain names using DNSSEC,recon
1594,nsia,"A website scanner that monitors websites in realtime in order to detect defacements, compliance violations, exploits, sensitive information disclosure and other issues.",scanner
1595,nsntrace,Perform network trace of a single process by using network namespaces.,sniffer
1596,nsoq,A Network Security Tool for packet manipulation that allows a large number of options.,networking
1597,ntds-decode,This application dumps LM and NTLM hashes from active accounts stored in an Active Directory database.,windows
1598,ntdsxtract,Active Directory forensic framework.,forensics
1599,ntfs-file-extractor,Extract files off NTFS.,forensics
1600,ntfs-log-tracker,"This tool can parse $LogFile, $UsnJrnl of NTFS.",forensics
1601,ntfs-read.py,"NTFS format implementation. This script provides a mini shell for browsing and extracting an NTFS volume, including hidden/locked contents.",windows
1602,ntlm-challenger,Parse NTLM over HTTP challenge messages.,scanner
1603,ntlmrecon,A tool to enumerate information from NTLM authentication enabled web endpoints.,scanner
1604,ntlmrelayx.py,"This script performs NTLM Relay Attacks, setting an SMB and HTTP Server and relaying credentials to many different protocols (SMB, HTTP, MSSQL, LDAP, IMAP, POP3, etc.) By default, it dumps the SAM database",network
1605,ntlm-scanner,A simple python tool based on Impacket that tests servers for various known NTLM vulnerabilities.,scanner
1606,ntlm-theft,A tool for generating multiple types of NTLMv2 hash theft files.,exploitation
1607,ntop,"ntop is a tool that shows the network usage, similar to what the popular top Unix command does. ntop is based on pcapture (ftp://ftp.ee.lbl.gov/pcapture.tar.Z) and it has been written in a portable way in order to virtually run on every Unix platform.",recon
1608,ntpdos,PoC for distributed NTP reflection DoS (CVE-5211),dos
1609,ntp-fingerprint,An active fingerprinting utility specifically designed to identify the OS the NTP server is running on.,fingerprint
1610,ntp-ip-enum,Script to pull addresses from a NTP server using the monlist command. Can also output Maltego resultset.,recon
1611,nuclei,A fast tool for configurable targeted scanning based on templates offering massive extensibility and ease of use.,web-app
1612,nuclei-templates,Community curated list of template files for the nuclei engine.,scanner
1613,nullinux,"Tool that can be used to enumerate OS information, domain information, shares, directories, and users through SMB null sessions.",recon
1614,nullscan,A modular framework designed to chain and automate security tests.,automation
1615,nxcrypt,NXcrypt - python backdoor framework.,backdoor
1616,o365spray,Username enumeration and password spraying tool aimed at Microsoft O365.,cracker
1617,oat,A toolkit that could be used to audit security within Oracle database servers.,fuzzer
1618,obevilion,"Another archive cracker created in python, for zip/7z/rar files",cracker
1619,obexstress,Script for testing remote OBEX service for some potential vulnerabilities.,bluetooth
1620,obfs4proxy,A pluggable transport proxy written in Go.,proxy
1621,objdump2shellcode,A tool I have found incredibly useful whenever creating custom shellcode.,binary
1622,objection,Instrumented Mobile Pentest Framework.,mobile
1623,oclgausscrack,The goal of the program is to crack the verification hash of the encrypted payload of the Gauss Virus. Uses OpenCL to accelerate the 10k MD5 loop Uses optimizations also used in oclHashcat-plus for maximum performance Able to handle multi-GPU setups (of the same type) VCL (Virtual CL) v1.18 compatible Open Source Supports integration into distributed computing environments Supports resume.,cracker
1624,oclhashcat,Worlds fastest WPA cracker with dictionary mutation engine.,cracker
1625,ocs,Compact mass scanner for Cisco routers with default telnet/enable passwords.,scanner
1626,office-dde-payloads,"Collection of scripts and templates to generate Office documents embedded with the DDE, macro-less command execution technique.",exploitation
1627,ofp-sniffer,An OpenFlow sniffer to help network troubleshooting in production networks.,sniffer
1628,ohrwurm,ohrwurm is a small and simple RTP fuzzer that has been successfully tested on a small number of SIP phones. Features:,vulnerability-analysis
1629,okadminfinder,Tool to find admin panels / admin login pages.,web-app
1630,oledump,Analyze OLE files (Compound File Binary Format). These files contain streams of data. This tool allows you to analyze these streams.,binary
1631,ollydbg,OllyDbg is a 32-bit assembler level analysing debugger for Microsoft Windows. Emphasis on binary code analysis makes it particularly useful in cases where source is unavailable.,reverse-eng
